ID,标题,类型,分类,内容,英文内容
"903475","乳白色大丽花","植物","现实经典花卉","一幅美丽的画作，描绘了一个爱征服一切的辉煌之地，天空向伟大的宇宙敞开，花朵被发射到未知的地方，8k, 超现实主义，镜头光晕，大气，发光，细节丰富，错综复杂，充满色彩，电影照明，艺术站趋势，4k, 超现实主义，失焦，极致细节，虚幻引擎5，电影，杰作 --ar 2:3 --v 4","A beautiful painting of a glorious place where love conquers all, the sky opens up to the great universe, flowers are launched into unknown places 8k, hyper realistic, lens flare, atmosphere, glowing, detailed, intricate, full of color, cinematic lighting, art station trends, 4k, hyperrealism, out of focus, extreme detail, unreal engine 5, film, masterpiece --ar 2:3 --v 4"
"903476","蔷薇（粉团蔷薇）","植物","现实经典花卉","老式洋房的铁艺栅栏上，粉团蔷薇藤蔓缠绕，淡粉花簇如瀑布般垂落，栅栏下种着浅绿三叶草，墙角有一只橘猫蜷缩晒太阳，花瓣偶尔落在猫身上，温馨又惬意","On the iron fence of the old western-style house, pink cluster rose vines twine around; light pink flower clusters hang down like a waterfall; light green clover grows under the fence; an orange cat curls up in the corner to sunbathe; petals occasionally fall on the cat, warm and comfortable"
"903477","樱花（染井吉野）","植物","现实经典花卉","春日清晨，成片樱花树沿溪边排列，粉白花瓣随风飘落，部分浮在青绿溪面上，阳光透过花枝洒下斑驳光点，整体如笼罩在淡粉薄雾中，清新又浪漫","Early spring morning, rows of cherry blossom trees line the stream; pink-white petals flutter down, some floating on the green stream surface; sunlight filters through branches, casting dappled light spots; the whole scene is like being wrapped in a light pink mist, fresh and romantic"
"903478","波斯菊（混色品种）","植物","现实经典花卉","秋日旷野中，混色波斯菊随风摇曳，白、粉、红、紫的花朵如彩色蝴蝶飞舞，远处是金黄的麦田，天空飘着几朵白云，风里带着麦香与花香，充满自由辽阔的气息","In the autumn wilderness, mixed-color cosmos sway in the wind; white, pink, red and purple flowers flutter like colorful butterflies; golden wheat fields stretch in the distance; a few white clouds float in the sky; the wind carries the fragrance of wheat and flowers, full of free and vast atmosphere"
"903479","铃兰","植物","现实经典花卉","森林边缘的草地上，成片铃兰如白色星星散落，淡绿叶片衬托着小巧的白玉铃铛状花朵，林间传来清脆鸟鸣，阳光透过树叶洒下光斑，仿佛闯入精灵的秘密花园","On the grass at the forest edge, clusters of lily of the valley are scattered like white stars; small white jade bell-shaped flowers are set off by light green leaves; clear bird songs come from the forest; light spots fall through the leaves, as if breaking into an elf's secret garden"
"903480","山茶花（十八学士）","植物","现实经典花卉","冬日暖阳下，几株十八学士山茶立于中式园林的石径旁，粉渐变花朵缀在深绿枝叶间，花瓣上沾着细碎露珠，旁边有一座浅灰色石灯笼，整体静谧又温暖","Under the winter sun, several ""Eighteen Scholars"" camellias stand by the stone path of the Chinese garden; pink gradient flowers dot the dark green branches and leaves; fine dewdrops stick to the petals; a light gray stone lantern stands beside them, the whole scene is quiet and warm"
"903481","月季（粉龙沙宝石）","植物","现实经典花卉","别墅的花架上，粉龙沙宝石藤蔓蜿蜒攀爬，淡粉花朵层层叠叠如粉色云霞，花架下摆放着白色藤椅，傍晚时分，夕阳为花瓣镀上金边，浪漫又温馨","On the flower rack of the villa, pink Dragon Sand Gem rose vines wind and climb; light pink flowers overlap like pink clouds; white rattan chairs are placed under the flower rack; in the evening, the setting sun gilds the petals, romantic and warm"
"903482","歼 - 20","机车","现实战斗机","鸭式布局（前置鸭翼），菱形机头，外倾双垂尾，机身两侧进气道（DSI 鼓包式），机身修长平滑","Canard layout (forward canards), diamond-shaped nose, canted twin vertical tails, side-mounted air intakes (DSI bump type), slender and smooth fuselage"
"903483","米格 - 35","机车","现实战斗机","常规布局，双引擎，双垂尾（外倾），机头雷达罩较大，机身侧面有进气道，机翼下有多个挂点","Conventional layout, twin engines, twin vertical tails (canted), large nose radar dome, air intakes on fuselage sides, multiple hardpoints under wings"
"903484","F-16 战隼","机车","现实战斗机","单发轻型战机，气泡式座舱盖（视野佳），中单翼，单垂尾，进气道位于机身腹部（矩形），机翼可挂载多种武器","Single-engine light fighter, bubble canopy (good visibility), mid-mounted wings, single vertical tail, air intake under fuselage (rectangular), wings can carry various weapons"
"903485","苏 - 35","机车","现实战斗机","常规布局，双引擎，双垂尾（外倾），机翼为后掠翼（带前缘襟翼），机头雷达罩大，机身下方有武器挂点","Conventional layout, twin engines, twin vertical tails (canted), swept wings (with leading edge flaps), large nose radar dome, weapon hardpoints under fuselage"
"903486","幻影 2000","机车","现实战斗机","三角翼布局（无平尾），单发，单垂尾，机身修长，进气道位于机身两侧（矩形），机头雷达罩呈锥形","Delta wing layout (no horizontal stabilizer), single engine, single vertical tail, slender fuselage, air intakes on fuselage sides (rectangular), conical nose radar dome"
"903487","台风战斗机","机车","现实战斗机","鸭式布局，三角翼（无平尾），双引擎（机身两侧），单垂尾（大面积），进气道呈矩形（位于机身下方）","Canard layout, delta wing (no horizontal stabilizer), twin engines (on both sides of fuselage), single vertical tail (large area), rectangular air intakes (under fuselage)"
"903488","F-35 闪电 Ⅱ","机车","现实战斗机","单引擎设计，菱形机头，外倾双垂尾（面积小），DSI 鼓包进气道，机身下方有内置弹舱，短距 / 垂直起降型有升力风扇舱","Single-engine design, diamond-shaped nose, canted twin vertical tails (small area), DSI bump air intake, internal weapons bay under fuselage, STOVL variant has lift fan bay"
"903489","苏 - 57","机车","现实战斗机","菱形机头，可动边条翼，双垂尾（外倾角度小），机身下方有内置弹舱开口，进气道带调节板","Diamond-shaped nose, movable leading edge slats, twin vertical tails (small canted angle), internal weapons bay openings under fuselage, air intakes with adjustable plates"
"903490","F-22 猛禽","机车","现实战斗机","菱形机头，外倾双垂尾（V 型），无平尾设计，机身表面光滑（隐身涂层），进气道呈菱形（位于机身两侧）","Diamond-shaped nose, canted twin vertical tails (V-shape), no horizontal stabilizer design, smooth fuselage surface (stealth coating), diamond-shaped air intakes (on both sides of fuselage)"
"903491","阵风战斗机","机车","现实战斗机","鸭式布局，三角翼，双引擎，双垂尾（外倾），机身下方有多个武器挂点，进气道带可调挡板","Canard layout, delta wing, twin engines, twin vertical tails (canted), multiple weapon hardpoints under fuselage, air intakes with adjustable baffles"
"903492","贴纸设计","风格","渲染方式","贴纸设计","Vector Art Stickers, {prompt}, professional vector design, sticker designs, Sticker Sheet"
"903493","素描渲染","风格","渲染方式","素描渲染","sketch rendering style {prompt}. Monochromatic (usually black and white) drawing with varying line weights to indicate shading, depth, and form. The lines can be rough or smooth, and the overall effect is like a traditional pencil or charcoal sketch, such as a sketch of a still - life with objects defined by lines and areas of shaded tones"
"903494","涂鸦","风格","渲染方式","涂鸦","graffiti style {prompt} . street art, vibrant, urban, detailed, tag, mural"
"903495","粉彩渲染","风格","渲染方式","粉彩渲染","pastel rendering style {prompt}. Soft, powdery - looking colors that blend gently. The colors have a slightly muted and warm quality, and the surface may have a slightly grainy texture due to the nature of pastels. A portrait in pastel might have a soft, almost hazy look to the skin"
"903496","铅笔素描绘制","风格","渲染方式","铅笔素描绘制","Pencil Sketch Drawing, {prompt}, black and white drawing, graphite drawing"
"903497","卡通渲染","风格","渲染方式","卡通渲染","cartoon rendering style {prompt}. Vivid, bold - colored characters with exaggerated features such as large eyes for expressiveness, and simple, clean - cut shapes for bodies. The backgrounds are often simplified and filled with bright, flat colors, like in a classic Disney or Pixar - style cartoon"
"903498","彩色铅笔艺术","风格","渲染方式","彩色铅笔艺术","Colored Pencil Art, {prompt}, colored pencil strokes, light color, visible paper texture, colored pencil art"
"903499","色彩场绘画","风格","渲染方式","色彩场绘画","Color Field Painting, {prompt}, abstract, simple, geometic, color field painting style"
"903500","油漆飞溅艺术","风格","渲染方式","油漆飞溅艺术","Dripping Paint Splatter Art, {prompt}, dramatic, paint drips, splatters, dripping paint"
"903501","赛博朋克渲染","风格","渲染方式","赛博朋克渲染","cyberpunk rendering style {prompt}. A combination of dark, gritty elements with bright, neon - like lights. The scene may include high - tech, futuristic buildings with digital billboards, flying vehicles, and a lot of chrome and metal textures. The overall atmosphere is of a high - tech, dystopian future"
"903502","水墨渲染","风格","渲染方式","水墨渲染","ink wash rendering style {prompt}. Fluid, black - and - white (or sometimes with a touch of color) strokes that create a sense of movement and depth. The ink spreads and blends on the paper, similar to traditional Chinese ink paintings of landscapes or calligraphy. The effect is often elegant and has a strong cultural aesthetic"
"903503","3D渲染","风格","渲染方式","3D渲染","3D rendering style {prompt}. Objects have a clear three - dimensional form, with accurate perspective, lighting, and shading. You can clearly see the depth and volume of each element, such as a 3D - rendered car with realistic reflections on its body and well - defined shadows underneath"
